序号,题干,选项,来源,同一题干条数,记录ID,图片(待填路径),备注
485,在图中位置停车会被记多少分？,10米 | 12分 | 3分 | 1分,题库缺图,2,q_b0lE-QvdJXhq,,
486,在图中位置停车会被记多少分？,12分 | 3分 | 1分 | 不记分,题库缺图,2,q_0GWAoOIj-vmQ,,
487,在标志、标线齐全的高速公路上行车，应当按照什么规定的车道和车速行驶？,标志或标线 | 《道路交通安全法》 | ）车辆说明书 | 地方法规,题库缺图,2,q_IU3TH-XvrDuO,,
488,在标志、标线齐全的高速公路上行车，应当按照什么规定的车道和车速行驶？,标志或标线 | 《道路交通安全法》 | 车辆说明书 | 地方法规,题库缺图,2,q_s6miIoXxlzXo,,
489,在高速公路上行驶，遇到图中车辆无法继续行驶，应怎样放置危险警告标志？,在车后50米处放置警告标志 | 在车后50米至100米处放置警告B标志 | 在车后150米以外放置警告标志 | 根据道路交通情况在适当位置放置警告标志,题库缺图,2,q_QoYaQ1aCdMsS,,
490,在高速公路上行驶，遇到图中车辆无法继续行驶，应怎样放置危险警告标志？,在车后50米处放置警告标志 | 在车后50米至100米处放置警告标志 | 在车后150米以外放置警告标志 | 根据道路交通情况在适当位置放置警告标志,残缺队列,2,qi_item_h_KBOtGc65lD,,
491,在高速公路行驶，遇到图中所示的车辆无法继续行驶，应怎样放置危险警告标志？,在车后50米处放置警告标志 | 在车后50米至100米处放置警告标志 | 在车后150米以外放置警告标志 | 根据道路交通情况在适当位置放置警告标志,题库缺图,2,q_hDfvTqkYWa1D,,
492,在高速公路行驶，遇到图中所示的车辆无法继续行驶，应怎样放置危险警告标志？,在车后50米处放置警告标志 | 在车后50米至100米处放置警告B标志 | 在车后150米以外放置警告标志 | 根据道路交通情况在适当位置放置警告标志,题库缺图,2,q_eHML1yooUdl9,,
493,如图所示，以下哪类车辆可以在黄色虚线标记的车道中行驶？,公交车 | 出租车 | 小客车 | 摩托车,题库缺图,2,q_SHNpvHvQbJXB,,
494,如图所示，以下哪类车辆可以在黄色虚线标记的车道中行驶？,专交公 | 公交车 | 出租车 | 摩托车,题库缺图,2,q_DIdIoidq7O2v,,
495,如图所示，前方有车辆从主路进入辅路时，怎么做是正确的？,减速或停车让主路驶出的车辆先进入辅路 | 鸣喇叭告知进入辅路的车辆停车让行 | 只要不影响主路驶出的车辆正常行驶就可加速通过 | 在辅路行驶的车辆有优先通行权，不用减速行驶,残缺队列+题库缺图,2,"q_Y8yYO79oyoUP,qi_item_TvI0n8mg3XN6",,
496,如图所示，前方有车辆从主路进入辅路时，怎么做是正确的？,减速或停车让主路驶出的车辆先进入辅路 | 鸣喇叭告知进入辅路的车辆停车B让行 | 只要不影响主路驶出的车辆正常行驶就可加速通过 | 在辅路行驶的车辆有优先通行权，不用减速行驶,题库缺图,2,q_oxE_7r9JJ5Sk,,
497,如图所示，图中箭头所指的仪表是什么？,403080706020601070 | 百公里油耗表 | 发动机转速表 | 区间里程表,题库缺图,2,q_L7WnB7aYooiO,,
498,如图所示，图中箭头所指的仪表是什么？,百公里油耗表 | 发动机转速表 | 区间里程表 | 行驶速度表,题库缺图,2,q_0X_A-QIe4I2K,,
499,如图所示，在同向三车道高速公路上行车，车速高于每小时110公里的车辆应在哪条车道上行驶？,行车道行车道 | 中间车道 | 最右侧车道 | 最左侧车道,题库缺图,2,q_Hqxmr2oL2Z2O,,
500,如图所示，在同向三车道高速公路上行车，车速高于每小时110公里的车辆应在哪条车道上行驶？,中间车道 | 最右侧车道 | 最左侧车道 | 哪条都行,残缺队列,2,qi_item_oxP57ps0Ad1d,,
501,如图所示，在没有道路中心线的城市道路上驾驶机动车，最高行驶速度不得超过每小时多少公里？,30 | 40 | 50 | 20,残缺队列+题库缺图,2,"q_SFHYkYY_qsdV,qi_item_XFKakhck0mcw",,
502,如图所示，在没有道路中心线的城市道路上驾驶机动车，最高行驶速度不得超过每小时多少公里？,30 | 50 | 20,题库缺图,2,q_syA3RhgETAfj,,
503,如图所示，在高速公路最左侧车道行驶，想驶离高速公路，以下说法正确的是什么？,204海安 | 立即减速后向右变更车道 | 为了快速变更车道，可以加速超B越右侧车辆变更车道 | 每次变更一条车道，直到最右侧车道,题库缺图,2,q_GgGvJJGBJwBB,,
504,如图所示，在高速公路最左侧车道行驶，想驶离高速公路，以下说法正确的是什么？,立即减速后向右变更车道 | 为了快速变更车道，可以加速超越右侧车辆变更车道 | 每次变更一条车道，直到最右侧车道 | 找准机会一次变更到右侧车道,残缺队列+题库缺图,2,"q_FSif9frEqluH,qi_item_DAeAvx4JORx_",,
505,如图所示，夜间驾驶机动车右转弯之前要稍微向右后方回头观察，主要目的是为了确认以下哪种情况？,观察右后方盲区内是否有其他车辆和行人 | 确认本车是否开启右转向灯 | 确认本车是否在右转弯车道内 | 确认前方直行信号灯是否是绿灯,题库缺图,2,q_kzUREKy3-fOK,,
506,如图所示，夜间驾驶机动车右转弯之前要稍微向右后方回头观察，主要目的是为了确认以下哪种情况？,观察右后方盲区内是否有其他车辆和行人 | 确认本车是否开启右转向灯 | 确认本车是否在右转弯车道内,残缺队列,2,qi_item_Rc8BKuJI66wc,,
507,如图所示，蓝色车辆遇到图中情形时，下列做法正确的是？,按照前方交通信号灯指示直接通行 | 鸣喇叭提醒，让学生队伍中空出一个缺口，从缺口中穿行过去 | 停车等待，直到学生队伍完全通过 | 鸣喇叭，催促还未通过的学生加快速度通过,残缺队列+题库缺图,2,"q_rLv7GxwxXkmc,qi_item_qhMGX9Jll3L1",,
508,如图所示，蓝色车辆遇到图中情形时，下列做法正确的是？,按照前方交通信号灯指示直接通A行 | 鸣喇叭提醒，让学生队伍中空出B一个缺口，从缺口中穿行过去 | 停车等待，直到学生队伍完全通过 | 鸣喇叭，催促还未通过的学生加快速度通过,题库缺图,2,q_dLw2Yn2ZGkPG,,
509,如图所示，该机动车在应急车道内停车，以下说法正确的是什么？①未开启危险报警闪光灯②警告标志放置距离不足150米③车上人员未转移到安全区域,①②③ | ①② | ①③ | ②③,题库缺图,2,q_oHwfMRaYatnr,,
510,如图所示，该机动车在应急车道内停车，以下说法正确的是什么？①未开启危险报警闪光灯②警告标志放置距离不足150米③车上人员未转移到安全区域,①②③ | ①② | ②③,残缺队列,2,qi_item_5u22-yHPRAb0,,
511,如图所示，驾驶小型载客汽车在高速公路上行驶，同方向有2条车道的，左侧车道的最低车速为每小时多少公里？,100 | 80 | 110 | 90,题库缺图,2,q_EfFUFBrQRmua,,
512,如图所示，驾驶小型载客汽车在高速公路上行驶，同方向有2条车道的，左侧车道的最低车速为每小时多少公里？,80 | 90,残缺队列,2,qi_item_0Pv5zp2tMBhX,,
513,如图所示，驾驶机动车在同方向只有1条机动车道的城市道路上行驶，最高行驶速度不得超过每小时多少公里？,30公里/小时 | 40公里/小时 | 50公里/小时 | 70公里/小时,残缺队列+题库缺图,2,"q_Cp4tDVxXDgzL,qi_item_HJc5XQ7OHxrf",,
514,如图所示，驾驶机动车在同方向只有1条机动车道的城市道路上行驶，最高行驶速度不得超过每小时多少公里？,）30公里/小时 | 40公里/小时 | 50公里/小时 | 70公里/小时,题库缺图,2,q_WBQAwZhXVBk0,,
515,如图所示，驾驶机动车在遇这种情况时，我方车辆不能超越是因为什么？,前车正在超车 | 路中心为黄线 | 我方车速不足以超越前车 | 前车速度过快,题库缺图,2,q_X3LxG5ODESm_,,
516,如图所示，驾驶机动车在遇这种情况时，我方车辆不能超越是因为什么？,前车正在超车 | 我方车速不足以超越前车 | 前车速度过快 | 路中心线为黄线,残缺队列+题库缺图,2,"q_TZ666ej3H417,qi_item_90gI_rrfB3j7",,
517,如图所示，驾驶机动车在高速公路上因故障停车，以下说法正确的是什么？①该车未开启危险报警闪光灯②该驾驶人设置的警告标志与车辆之间的距离不足150米③该车骑压应急车道分界线，未完全停在应急车道内,①② | ①②③ | ①③ | ②③,题库缺图,2,q_NoUGnvmKS0Ky,,
518,如图所示，驾驶机动车在高速公路上因故障停车，以下说法正确的是什么？①该车未开启危险报警闪光灯②该驾驶人设置的警告标志与车辆之间的距离不足150米③该车骑压应急车道分界线，未完全停在应急车道内,①② | ①②③ | ①③,残缺队列,2,qi_item_0Jg1429SmKmo,,
519,如图所示，驾驶机动车行驶至车道减少的路段时，遇前方机动车排队等候或行驶缓慢时，以下做法正确的是什么？,右侧车让左侧车先行 | 每车道一辆依次交替驶入左侧车道 | 左侧车让右侧车先行 | 右侧车寻找空隙提前进入左道,题库缺图,2,q_-oPgiKXICb3s,,
520,如图所示，驾驶机动车行驶至车道减少的路段时，遇前方机动车排队等候或行驶缓慢时，以下做法正确的是什么？,右侧车让左侧车先行 | 每车道一辆依次交替驶入左侧车道 | 左侧车让右侧车先行 | 右侧车寻找空隙提前进入左侧车道,残缺队列+题库缺图,2,"q_7vjc9_MQCPJb,qi_item_c2X59L1cvb4A",,
521,如图所示，驾驶这辆机动车能否进入高速公路行驶？,有取得该车型驾驶证驾驶人随车指导可以进入 | 在持该车型驾驶证3年以上的驾驶人陪同下充许进入 | 取得准驾该车型驾驶证的驾驶人可以独立驾驶进入 | 在高速公路收费人员许可的前提下通过收费口进入,题库缺图,2,q_caS4jkUujVEf,,
522,如图所示，驾驶这辆机动车能否进入高速公路行驶？,有取得该车型驾驶证驾驶人随车指导可以进入 | 在持该车型驾驶证3年以上的驾驶人陪同下允许进入 | 取得准驾该车型驾驶证的驾驶人可以独立驾驶进入 | 在高速公路收费人员许可的前提下通过收费口进入,残缺队列,2,qi_item_pA2TzhDJXPwk,,
523,机动车仪表板上如下图指示灯亮表示什么？,迎面出风 | 空气外循环 | 空气内循环 | 风窗玻璃除霜,题库缺图,2,q_TcwWmCQ0xxvx,,
524,机动车仪表板上如下图指示灯亮表示什么？,两侧车门开启 | 行李舱开启 | 发动机舱开启 | 燃油箱盖开启,题库缺图,2,q_pUHArxQyFXBe,,
525,机动车仪表板上这个符号如下图所示表示什么？,考宝典 | 冷风暖气风扇 | 空调制冷 | 空气循环,题库缺图,2,q_KIwhdyYbHobF,,
526,机动车仪表板上这个符号如下图所示表示什么？,冷风暖气风扇 | 空调制冷 | 空气循环 | 雪地起步模式,题库缺图,2,q_XvHN9hdooQEW,,
527,机动车仪表板上这个符号如图所示表示什么？,近光灯开关 | 远光灯开关 | 车灯总开关 | 后雾灯开关,题库缺图,2,q_6MSREI27KxeJ,,
528,机动车仪表板上这个符号如图所示表示什么？,一侧车门开启 | 行李舱开启 | 发动机舱开启 | 燃油箱盖开启,题库缺图,2,q_LnfZQuR5NGkQ,,
529,看到路口这种信号灯亮时，怎样做是正确的？,在确保通行安全的情况下加速通A过路口 | 停在路口停止线以外等待下一个绿灯信号 | 不妨碍被放行车辆、行人通行也不能右转弯 | 不妨碍被放行车辆、行人通行可以直行通过,题库缺图,2,q_jFs8_Y2je1i3,,
530,看到路口这种信号灯亮时，怎样做是正确的？,在不妨碍放行车辆、行人的情况A下，可以通行 | 在不妨碍放行车辆、行人的情况下，可以直行 | 在不妨碍放行车辆、行人的情况下，可以左转 | 在不妨碍放行车辆、行人的情况下，可以右转,题库缺图,2,q_-DBvdFu2Yrm3,,
531,红圈内的符号表示（ ）。,前风窗玻璃刮水器 | 后风窗玻璃除霜 | 后风窗玻璃刮水器 | 前风窗玻璃除霜,题库缺图,2,q_cn_w6JLusyVR,,
532,红圈内的符号表示（ ）。,前风窗玻璃刮水器及洗涤器 | 后风窗玻璃除霜或除雾 | 后风窗玻璃刮水器及洗涤器 | 前风窗玻璃除霜或除雾,题库缺图,2,q_V9fvtO6YvKcp,,
533,红圈内路面标记表示该车道,120100 | 80100 | 最低限速为80公里/小时 | 平均速度为80公里/小时,题库缺图,2,q_M8Gzpox9CAUa,,
534,红圈内路面标记表示该车道,100180 | 最低限速为100公里/小时 | 平均速度为100公里/小时 | 解除100公里/小时限速,题库缺图,2,q_R6eo4s-r-g7_,,
535,红圈内路面标记表示该车道（ ）。,最低限速为100公里/小时 | 平均速度为100公里/小时 | 解除100公里/小时限速,残缺队列,2,qi_item_OkUvE9PDumWG,,
536,红圈内路面标记表示该车道（ ）。,最低限速为80公里/小时 | 平均速度为80公里/小时 | 解除80公里/小时限速,残缺队列,2,qi_item_NzLtBKz-tXJo,,
537,红圈内路面标记表示（ ）。,自行车专用道 | 非机动车道 | 摩托车专用道 | 电瓶车专用道,题库缺图,2,q_ZvVoZj5kHCae,,
538,红圈内路面标记表示（ ）。,自行车专用道 | 非机动车道,残缺队列,2,qi_item_PSlMwPxYpEYU,,
539,红色圆圈内标线含义是什么？,临时停靠站 | 大客车停靠站 | 公交车停靠站 | 应急停车带,题库缺图,2,q_-8pki1Gy_HqQ,,
540,红色圆圈内标线含义是什么？,临时停靠站 | 港湾式停靠站 | 应急停车带 | 公交车停靠站,题库缺图,2,q_GBZwnwqPXntZ,,
541,行车中仪表板上如图所示指示灯亮表示什么？,正确 | 错误,题库缺图,2,q_W1Zo_EZxUW-y,,
542,行车中仪表板上如图所示指示灯亮表示什么？,发动机温度过低 | 发动机温度过高 | 发动机冷却系统故障 | 发动机润滑系统故障,题库缺图,2,q_U_XrozU0HzBE,,
543,请判断一下，图中黄色小型汽车的违法行为是什么？,鄂K·R1234 | 强行从右侧超车 | 越黄线行驶 | 占用专用车道,残缺队列+题库缺图,2,"q_lDDvel4VQpGz,flag_q_lDDvel4VQpGz",,
544,请判断一下，图中黄色小型汽车的违法行为是什么？,强行从右侧超车 | 越黄线行驶 | 占用专用车道 | 未开启右转向灯,题库缺图,2,q_dmNr-1jNF5TU,,
545,请判断一下，这是什么手势？,不准前方车辆通行手势 | 准许右方直行车辆通过手势 | 准许车辆左转弯手势 | 准许车辆右转弯手势,题库缺图,2,q_Q_5hU0N0JMFi,,
546,请判断一下，这是什么手势？,不准前方车辆通行手势 | 准许右方直行车辆通过手势 | 准许车辆左转弯手势 | 准许右方车辆右转弯手势,题库缺图,2,q_U4Q_1LOMnG0p,,
547,路面上导向箭头是何含义？,提示前方有左弯或需向左合流 | 提示前方有右弯或需向右合流 | 提示前方有障碍需向左合流 | 提示前方有左弯或需向左绕行,残缺队列+题库缺图,2,"q_kjZBbms2ancR,qi_item_j5tSJeOBx_Cn",,
548,路面上导向箭头是何含义？,指示前方道路是Y形交叉口 | 指示前方道路是分离式道路 | 指示前方道路仅可左右转弯 | 指示前方道路需向左右合流,残缺队列+题库缺图,2,"q_rHOPNf4TD1yh,qi_item_PhppSbCLQyrf",,
549,路面上的菱形块虚线是何含义？,车行道纵向减速标线 | 道路施工提示标线 | 车行道横向减速标线 | 车道变少提示标线,题库缺图,2,q_w9ZjJS2hSkzD,,
550,路面上的菱形块虚线是何含义？,车行道纵向减速标线 | 道路施工提示标线,残缺队列,2,qi_item__gK-ZTWaKn04,,
